Title,Genres
Ori and the Blind Forest: Definitive Edition,Adventure| Platform
Pokémon Unite,MOBA| Strategy
Furi,Adventure| Brawler| Indie| Shooter
Tinykin,Adventure| Arcade| Indie| Platform| Puzzle| RPG
Trek to Yomi,Adventure| Brawler| Indie
Vanquish,Adventure| Shooter
Pikmin,Adventure| Real Time Strategy
Donkey Kong Country: Tropical Freeze,Platform
Dragon Age: Inquisition,Adventure| RPG| Tactical
Metroid,Adventure| Platform
Nioh,Brawler| RPG
Assassins Creed Valhalla,Adventure| RPG
Vampire: The Masquerade - Bloodlines,RPG
Kirby 64: The Crystal Shards,Adventure| Platform
Persona 4 Golden,Adventure| RPG| Visual Novel
Super Mario Land 2: 6 Golden Coins,Platform
Quake,Shooter
Street Fighter III: 3rd Strike,Arcade| Fighting
Zero Escape: Virtues Last Reward,Adventure| Point-and-Click| Puzzle| Visual Novel
Jak and Daxter: The Precursor Legacy,Adventure| Platform
Sleeping Dogs,Adventure| Shooter
Mortal Kombat 11,Fighting
Sonic the Hedgehog,Adventure| Platform
Klonoa Phantasy Reverie Series,Adventure| Platform
Sea of Thieves,Adventure| Simulator
Mortal Kombat X,Fighting
Max Payne 2: The Fall of Max Payne,Shooter
The Case of the Golden Idol,Adventure| Indie| Point-and-Click| Puzzle
New Super Mario Bros. 2,Adventure| Platform
Zelda II: The Adventure of Link,Adventure| RPG
Paranormasight: The Seven Mysteries of Honjo,Adventure| RPG| Simulator| Visual Novel
Star Wars: The Force Unleashed,Adventure| Brawler| RPG
Pokémon Crystal,Adventure| RPG
Halo: The Master Chief Collection,Shooter
Uncharted: The Lost Legacy,Adventure| Puzzle| Shooter
The Walking Dead: Season Two,Adventure| Point-and-Click| Puzzle
Hades II,Adventure| Indie| RPG
F.E.A.R.,Shooter
Donkey Kong Country Returns,Adventure| Platform
Injustice: Gods Among Us,Adventure| Fighting
Loop Hero,Adventure| Card & Board Game| Indie| RPG| Strategy
The Elder Scrolls III: Morrowind,Adventure| RPG
Prince of Persia: The Sands of Time,Adventure| Platform
Apollo Justice: Ace Attorney,Adventure| Puzzle| RPG| Visual Novel
Wolfenstein II: The New Colossus,Adventure| Shooter
Dusk,Adventure| Indie| Shooter
Code Vein,Adventure| RPG
Ghost of Tsushima: Directors Cut,Adventure| RPG
Shin Megami Tensei: Digital Devil Saga,RPG
Fire Emblem Echoes: Shadows of Valentia,Adventure| RPG| Strategy| Turn Based Strategy
Diablo IV,Brawler| RPG
Bloons TD 6,Strategy| Tactical
Eastward,Adventure| Indie| RPG
Amnesia: The Dark Descent,Adventure| Indie| Puzzle
Five Nights at Freddys 2,Adventure| Indie| Point-and-Click| Simulator| Strategy
Assassins Creed Syndicate,Adventure
Sin and Punishment,Shooter
NieR,Adventure| RPG| Shooter| Simulator| Strategy
Metal Gear Solid: Peace Walker,Shooter| Strategy
Vagrant Story,Adventure| RPG
Deus Ex: Human Revolution,Puzzle| RPG| Shooter
Spyro Reignited Trilogy,Adventure| Platform
Hollow Knight: Silksong,Adventure| Indie| Platform
Pokémon Sun,Adventure| RPG| Strategy| Turn Based Strategy
Tsukihime,Adventure| Visual Novel
Armored Core VI: Fires of Rubicon,Adventure
Pokémon Diamond,Adventure| RPG| Turn Based Strategy
Nier: Automata - Game of the Yorha Edition,Adventure| RPG
Resident Evil 4,Shooter
Final Fantasy X/X-2 HD Remaster,RPG| Strategy
Sekiro: Shadows Die Twice - GOTY Edition,Adventure| Brawler| RPG
Shovel Knight: Treasure Trove,Adventure| Indie| Platform
Dragon Ball Z: Budokai Tenkaichi 3,Fighting
Metro 2033 Redux,Adventure| RPG| Shooter
Asuras Wrath,Brawler
Sunset Overdrive,Adventure| Platform| Shooter
The Evil Within 2,Adventure| RPG| Shooter
Super Mario Maker 2,Platform
System Shock 2,Puzzle| RPG| Shooter
Pac-Man,Arcade
LEGO Marvel Super Heroes,Adventure| Brawler| Puzzle
Battlefield 4,Shooter
Resident Evil,Adventure| Puzzle
Shin Megami Tensei: Devil Summoner - Soul Hackers,Adventure| RPG
Rollerdrome,Adventure| Indie| Shooter| Sport
Moon: Remix RPG Adventure,Adventure| Puzzle| RPG
Divinity: Original Sin II - Definitive Edition,Adventure| RPG| Strategy
Chicory: A Colorful Tale,Adventure| Indie| Puzzle| RPG
Little Nightmares II,Adventure| Platform| Puzzle
Beyond: Two Souls,Adventure
Persona 3 Reload,RPG
System Shock,Adventure| RPG| Shooter
Redfall,Adventure| RPG| Shooter
Dying Light 2: Stay Human,Adventure| RPG
Spiritfarer,Adventure| Indie| Platform| Simulator
Witch on the Holy Night,Adventure| Visual Novel
Pokémon Moon,Adventure| RPG| Strategy| Turn Based Strategy
Ender Lilies: Quietus of the Knights,Adventure| Indie| Platform| RPG
Forspoken,Adventure| RPG
Wii Sports Resort,Sport
WarioWare| Inc.: Mega Microgames!,Arcade
My Friend Pedro,Adventure| Arcade| Indie| Platform| Shooter
Ridge Racer Type 4,Racing
The Forest,Adventure| Indie| Puzzle| Simulator
Tales of Berseria,RPG
Sonic Colors,Adventure| Platform
Hypnospace Outlaw,Adventure| Indie| Point-and-Click| Puzzle| RPG| Simulator
Flappy Bird,Arcade
Super Mario Land,Platform
Into the Breach,Card & Board Game| Indie| Puzzle| RPG| Simulator| Strategy| Turn Based Strategy
Pokémon Omega Ruby,Adventure| RPG| Strategy| Turn Based Strategy
Star Wars: Battlefront II,Shooter
Fire Emblem: The Blazing Blade,RPG| Strategy| Tactical
Fear & Hunger,Indie| RPG
Ratchet & Clank,Adventure| Platform| Shooter
Pokémon Mystery Dungeon: Explorers of Sky,RPG| Turn Based Strategy
Xenoblade Chronicles X,Adventure| RPG
Outer Wilds: Echoes of the Eye,Adventure| Indie| Puzzle| Simulator
The Witcher 2: Assassins of Kings - Enhanced Edition,Adventure| RPG
Resident Evil 0,Adventure| Shooter
Xenoblade Chronicles 2: Torna - The Golden Country,RPG
Crash Bandicoot 2: Cortex Strikes Back,Adventure| Platform
We Love Katamari Reroll + Royal Reverie,Adventure| Arcade| Puzzle
CrossCode,Adventure| Indie| Puzzle| RPG
Off,Adventure| Indie| Puzzle| RPG
Super Castlevania IV,Adventure| Platform
Fallout 2,Puzzle| RPG| Turn Based Strategy
GoldenEye 007,Shooter
Bully: Scholarship Edition,Adventure
Shin Megami Tensei: Persona,RPG
Saints Row IV,Adventure| Shooter
Theatrhythm: Final Bar Line,Music| RPG
Chrono Cross,RPG
Iron Lung,Adventure| Indie| Puzzle| Simulator
Bayonetta Origins: Cereza and the Lost Demon,Adventure| Puzzle
Chrono Trigger,Adventure
Street Fighter V,Arcade| Fighting
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Adventure| Platform
My House,Adventure| Puzzle| Shooter
Sonic Adventure DX: Directors Cut,Adventure| Platform| Racing
Captain Toad: Treasure Tracker,Platform| Puzzle| Strategy
Call of Duty: Modern Warfare,Shooter
Persona 3 Portable,Adventure| RPG| Visual Novel
Gravity Rush 2,Adventure| Platform
Postal 2,Adventure| Indie| Shooter
Brothers: A Tale of Two Sons,Adventure| Indie| Puzzle
BioShock 2 Remastered,RPG| Shooter
Sayonara Wild Hearts,Adventure| Arcade| Indie| Music
Yu-Gi-Oh! Master Duel,Card & Board Game| Simulator| Strategy
Alice: Madness Returns,Adventure| Brawler| Platform| Puzzle| Quiz/Trivia
Professor Layton and the Curious Village,Point-and-Click| Puzzle| Visual Novel
Monster Hunter Rise: Sunbreak,Brawler| RPG
The Legend of Zelda: Spirit Tracks,Adventure| Puzzle| RPG
Pokémon Shield,Adventure| RPG| Turn Based Strategy
Mortal Kombat,Fighting
Wario Land 4,Adventure| Platform| Puzzle
Marvel Snap,Card & Board Game| Strategy
Metroid Prime 2: Echoes,Adventure| Platform| Puzzle| Shooter
Borderlands: The Pre-Sequel,RPG| Shooter
Ys VIII: Lacrimosa of Dana,Adventure| RPG
Metal Gear Solid 2: Substance,Adventure| Shooter
Coffee Talk,Adventure| Indie| Simulator| Visual Novel
S.T.A.L.K.E.R.: Shadow of Chernobyl,RPG| Shooter
Half-Life: Alyx,Adventure| Puzzle| Shooter
Overcooked! 2,Arcade| Indie| Simulator| Strategy| Tactical
Fire Emblem: Path of Radiance,RPG| Strategy| Tactical| Turn Based Strategy
Geometry Dash,Adventure| Arcade| Indie| Music| Platform
Splatoon,Platform| Shooter
Middle-earth: Shadow of War,Adventure| RPG
Fez,Adventure| Indie| Platform| Puzzle
Hotel Dusk: Room 215,Adventure| Point-and-Click| Puzzle| Quiz/Trivia| Visual Novel
Return to Monkey Island,Adventure| Point-and-Click| Puzzle
WarioWare: Get It Together!,Arcade
Call of Duty: Ghosts,Shooter
Sonic Rush,Platform
Kirbys Return to Dream Land,Adventure| Platform
Aperture Desk Job,Adventure| Puzzle
Marvels Spider-Man 2,Adventure| Brawler
South Park: The Fractured But Whole,Adventure| RPG| Strategy
Dead Rising,Adventure| Brawler
Kirby Triple Deluxe,Adventure| Platform
Library of Ruina,Indie| RPG| Simulator| Strategy| Turn Based Strategy
Super Mario 3D All-Stars,Adventure| Platform
Star Fox 64,Shooter
Pokémon Alpha Sapphire,Adventure| RPG| Strategy| Turn Based Strategy
Injustice 2,Fighting
Dont Starve Together,Adventure| Indie| Simulator| Strategy
Resident Evil: Revelations 2,Adventure| Shooter
Streets of Rage 4,Arcade| Brawler| Fighting| Indie
God of War: Chains of Olympus,Adventure| Brawler
Shin Megami Tensei: Devil Survivor Overclocked,RPG| Strategy| Tactical
Sly Cooper and the Thievius Raccoonus,Adventure| Platform
Catherine,Adventure| Platform| Puzzle
Kingdom Hearts Final Mix,RPG
Doom II: Hell on Earth,Puzzle| Shooter
Melty Blood: Type Lumina,Fighting| Visual Novel
Oxenfree,Adventure| Indie| RPG
Donkey Kong Country 3: Dixie Kongs Double Trouble!,Adventure| Platform
Crazy Taxi,Arcade| Racing
The Legend of Heroes: Trails from Zero,Adventure| RPG| Strategy| Turn Based Strategy
Deltarune,Adventure| Indie| Music| Puzzle| RPG
Battlefield 3,Shooter
Limbus Company,Adventure| RPG| Strategy
Club Penguin,Adventure| Arcade
Mario + Rabbids Kingdom Battle,Adventure| Puzzle| RPG| Strategy| Tactical
Five Nights at Freddys 3,Adventure| Indie| Simulator| Strategy
Digimon Survive,Adventure| RPG| Simulator| Strategy| Turn Based Strategy
Bravely Default,Adventure| RPG
Dead Island 2,Adventure| Brawler| RPG| Shooter
Metal Gear Solid Delta: Snake Eater,Adventure| Shooter| Tactical
Mario & Luigi: Partners in Time,Adventure| Puzzle| RPG
As Dusk Falls,Point-and-Click
Marvels Midnight Suns,RPG| Strategy| Tactical
Sid Meiers Civilization VI,Simulator| Strategy| Turn Based Strategy
Kirby & the Amazing Mirror,Adventure| Platform
Cookie Clicker,Indie| Point-and-Click| Simulator| Strategy
Grim Fandango Remastered,Adventure| Point-and-Click| Puzzle
A Space for the Unbound,Adventure| Indie| Puzzle
The Legend of Zelda: Links Awakening DX,Adventure| RPG
Spider-Man 2,Adventure| Brawler
Xenosaga Episode I: Der Wille zur Macht,Adventure| RPG
Infamous,Adventure| Platform| RPG| Shooter
Back 4 Blood,Shooter
Kirby: Nightmare in Dream Land,Adventure| Platform
Gravity Rush Remastered,Adventure| Brawler| Platform| RPG
Planet of Lana,Adventure| Indie| Platform| Puzzle
Kingdom Hearts 358/2 Days,Quiz/Trivia| RPG
Fallout: New Vegas - Ultimate Edition,RPG| Shooter
Before Your Eyes,Adventure| Indie
Lil Gator Game,Adventure| Indie| Platform
Warhammer 40|000: Boltgun,Arcade| Indie| Shooter
The Great Ace Attorney: Adventures,Adventure| Point-and-Click| Puzzle| Visual Novel
Metaphor: ReFantazio,Adventure| RPG
Evil West,Adventure| Brawler| Shooter
Florence,Adventure| Indie| Puzzle
Spyro the Dragon,Adventure| Platform
Gone Home,Adventure| Indie| Music| Point-and-Click| Puzzle
JoJo’s Bizarre Adventure: All-Star Battle R,Adventure| Fighting
The Sims 3,Adventure| RPG| Simulator| Strategy
Tekken 3,Fighting
Need for Speed: Most Wanted,Racing
Mario + Rabbids Sparks of Hope,Adventure| Strategy| Tactical| Turn Based Strategy
Pokémon White Version 2,Adventure| RPG| Turn Based Strategy
Horizon Zero Dawn: Complete Edition,Adventure| RPG| Shooter
LEGO Indiana Jones: The Original Adventures,Adventure| Platform| Puzzle
Armored Core,Shooter| Simulator
Gears of War,Shooter
God of War: Ghost of Sparta,Adventure| Brawler
Mega Man X4,Platform| Shooter
Kirbys Epic Yarn,Adventure| Platform
Final Fantasy VII,RPG| Turn Based Strategy
Pokémon Ruby,Adventure| RPG| Turn Based Strategy
Crash Bandicoot: Warped,Adventure| Platform
Ico,Adventure| Platform| Puzzle
He Fucked the Girl Out of Me,Visual Novel
Silent Hill 2,Adventure| Puzzle
Deus Ex: Mankind Divided,Adventure| Puzzle| RPG| Shooter
Luigis Mansion: Dark Moon,Adventure| Puzzle
Kirby Star Allies,Adventure| Brawler| Platform
Final Fantasy Tactics,RPG| Strategy| Tactical| Turn Based Strategy
Dark Souls: Prepare to Die Edition,Adventure| Brawler| RPG
Doom 64,Shooter
Ape Escape,Platform
Golden Sun,Adventure| RPG
Metro: Last Light Redux,Adventure| RPG| Shooter
Doki Doki Literature Club Plus!,Adventure| Indie| RPG| Simulator| Visual Novel
Ghost Trick: Phantom Detective,Adventure| Puzzle
Wonderful Everyday: Down the Rabbit-Hole,Adventure| Visual Novel
Nioh 2,Adventure| Brawler| RPG
Final Fantasy XIV: Heavensward,RPG
Suikoden II,RPG| Strategy
Guitar Hero III: Legends of Rock,Music| Simulator
LittleBigPlanet,Platform
Nickelodeon All-Star Brawl,Arcade| Fighting
Warframe,Adventure| RPG| Shooter
Just Cause 3,Adventure
SpongeBob SquarePants: The Cosmic Shake,Adventure| Platform
Metal Slug,Arcade| Platform| Shooter
Uncharted: The Nathan Drake Collection,Adventure| Platform| Shooter
Gotham Knights,Adventure| Brawler| RPG
Pikmin 4,Adventure| Real Time Strategy| Strategy
Far Cry 6,Adventure| Shooter
Sonic Superstars,Platform
LEGO Batman 2: DC Super Heroes,Adventure| Brawler| Platform
The Legend of Zelda: Twilight Princess HD,Adventure| Platform| Puzzle
Zero Escape: Zero Time Dilemma,Adventure| Puzzle| RPG| Strategy| Visual Novel
Garten of Banban,Adventure| Indie| Puzzle
God of War III: Remastered,Adventure| Brawler
Pikmin 2,Adventure| Real Time Strategy
Crisis Core: Final Fantasy VII,Adventure| RPG
P.T.,Adventure| Puzzle
Tetris Effect: Connected,Arcade| Indie| Music| Puzzle
Fire Emblem: The Sacred Stones,RPG| Strategy| Tactical| Turn Based Strategy
Chrono Cross: The Radical Dreamers Edition,Adventure| RPG
Kingdom Hearts Re:Chain of Memories,Card & Board Game| RPG| Tactical
Dead Space 3,Adventure| Puzzle| Shooter
Paladins,Shooter| Strategy
Pyre,Adventure| Indie| RPG| Visual Novel
Sonic Advance,Platform
Star Wars: Knights of the Old Republic II - The Sith Lords,Adventure| RPG| Strategy
Castlevania: Order of Ecclesia,Adventure| Brawler| Platform| Puzzle| RPG
Somerville,Adventure
Amnesia: The Bunker,Adventure| Indie| Puzzle| Shooter
Saya no Uta,Visual Novel
Lies of P,RPG
Humanity,Indie| Puzzle
Hyper Demon,Indie| Shooter
The Witcher 3: Wild Hunt - Blood and Wine,RPG
Tchia,Adventure| Indie
Devil May Cry HD Collection,Brawler| Platform
Sackboy: A Big Adventure,Adventure| Platform
Life is Strange 2,Adventure
Tony Hawks Pro Skater 1+2,Simulator| Sport
Toem,Adventure| Indie| Puzzle
Planescape: Torment,RPG| Strategy
Mafia II,Adventure| Racing| Shooter
Deadly Premonition,Adventure| Shooter
Mad Max,Adventure| Racing| Shooter
The Last of Us: Left Behind,Adventure| Shooter
The Legend of Heroes: Trails in the Sky the 3rd,RPG| Strategy
Call of Juarez: Gunslinger,Adventure| Arcade| Shooter
Ultimate Marvel vs. Capcom 3,Fighting
The Legend of Zelda: Oracle of Seasons,Adventure| Puzzle| RPG
Castlevania: Dawn of Sorrow,Adventure| Brawler| Platform| Puzzle| RPG
VVVVVV,Adventure| Indie| Platform| Puzzle
Devil May Cry 5: Special Edition,Brawler
Sonic the Hedgehog 3,Adventure| Platform
Spore,Adventure| Real Time Strategy| RPG| Simulator| Strategy
Cities: Skylines,Simulator| Strategy
Diablo III,Adventure| Brawler| RPG
Everhood,Adventure| Indie| Music| RPG
Resident Evil: Revelations,Adventure| Shooter
Crypt of the NecroDancer,Adventure| Indie| Music| RPG
Phasmophobia,Indie| Puzzle| Tactical
Advance Wars 1+2: Re-Boot Camp,Real Time Strategy| Strategy| Turn Based Strategy
Nobody Saves the World,Adventure| Brawler| Indie| RPG
Nintendo Switch Sports,Simulator| Sport
Resident Evil 4: Ultimate HD Edition,Adventure| Shooter
Resident Evil Code: Veronica X,Adventure| Puzzle| Shooter
Sea of Stars,Adventure| Indie| RPG| Turn Based Strategy
Minecraft Dungeons,Adventure| Brawler| RPG
Ark: Survival Evolved,Adventure| Indie| RPG| Shooter| Simulator
Mega Man X2,Adventure| Platform| Shooter
The Binding of Isaac,Adventure| Indie| RPG| Shooter
The Binding of Isaac: Repentance,Adventure| Arcade| Indie| RPG| Shooter
Garten of Banban 3,Adventure| Indie
Naruto Shippuden: Ultimate Ninja Storm 4,Adventure| Fighting
Fatal Frame,Adventure
Metal Gear Solid 3: Snake Eater - HD Edition,Adventure| Shooter
New Pokémon Snap,Adventure| Simulator
Final Fantasy IV,RPG
Mega Man 3,Adventure| Platform
Phantom Blade 0,Adventure| Brawler| RPG
Fire Emblem Fates: Conquest,RPG| Strategy| Turn Based Strategy
Xenosaga Episode III: Also sprach Zarathustra,Adventure| RPG
Donkey Kong 64,Adventure| Platform
Wario Land 3,Adventure| Platform| Puzzle
Project Zomboid,Indie| RPG| Simulator
The Legend of Heroes: Kuro no Kiseki,Adventure| RPG
Life is Strange: Before the Storm,Adventure
The Legend of Zelda: Oracle of Ages,Adventure| Puzzle| RPG
Pokémon Blue,Adventure| RPG| Turn Based Strategy
Pineapple on pizza,Indie
Lobotomy Corporation,Indie| Simulator
Beyond Good & Evil,Adventure| Puzzle| Shooter
Like a Dragon: Infinite Wealth,Adventure| Brawler| RPG
Persona 4 Arena Ultimax,Fighting
Hylics,Indie| RPG
Kirbys Dream Land 2,Platform| Puzzle
One Piece Odyssey,Adventure| RPG
Tales of Symphonia,Puzzle| RPG
XCOM 2,RPG| Simulator| Strategy| Tactical| Turn Based Strategy
Lollipop Chainsaw,Brawler
Gears of War 2,Shooter
EarthBound Beginnings,Adventure| RPG
BattleBlock Theater,Adventure| Indie| Platform| Puzzle
Dishonored: Definitive Edition,Adventure| Shooter
Pokémon Snap,Simulator
Season: A Letter to the Future,Adventure| Indie| RPG
Ni no Kuni: Wrath of the White Witch,Adventure| RPG
Shin Megami Tensei: Strange Journey,Adventure| RPG
The Legend of Heroes: Trails of Cold Steel,Adventure| RPG| Turn Based Strategy
Donkey Kong Country: Tropical Freeze,Platform
Call of Duty: WWII,Shooter
Spider-Man,Adventure| Brawler
Street Fighter II,Arcade| Fighting
Idol Showdown,Arcade| Fighting| Indie
The Dark Pictures Anthology: Man of Medan,Adventure
Higurashi: When They Cry,Adventure| Visual Novel
The Looker,Indie| Puzzle
Her Story,Indie| Point-and-Click| Simulator
Mirrors Edge Catalyst,Adventure| Fighting
The Beginners Guide,Adventure| Indie
Jet Set Radio Future,Music| Platform| Racing| Sport
Hyrule Warriors: Age of Calamity,Adventure| Brawler| Fighting
Far Cry 3: Blood Dragon,Adventure| Shooter
Wanted: Dead,Adventure| Brawler| Shooter
Baroque,RPG
Shenmue,Adventure| Brawler| RPG| Simulator
Bowsers Fury,Adventure| Platform
Dragon Quest VIII: Journey of the Cursed King,Adventure| RPG| Strategy
Kirbys Dream Land 3,Adventure| Platform
Crash Team Racing,Racing
Gorogoa,Adventure| Indie| Point-and-Click| Puzzle
Call of Duty: Advanced Warfare,Shooter
Rule of Rose,Adventure| Puzzle
Happy Wheels,Adventure| Platform| Racing
God of War: Ascension,Adventure| Brawler
Death Stranding 2,Adventure| Shooter
Metroid II: Return of Samus,Adventure| Platform| Shooter
Touhou Luna Nights,Adventure| Brawler| Indie| Platform
